Frame,DeltaTime,ComputeTime,RenderTime
0,0.057146,0.0414121,0.0153699
1,0.0575408,0.0411388,0.0155818
2,0.0577829,0.041688,0.0157689
3,0.057588,0.0416704,0.0155746
4,0.0573502,0.0415187,0.0154988
5,0.0582879,0.0416805,0.0159969
6,0.0578664,0.0415236,0.0156185
7,0.0573606,0.0411136,0.0156022
8,0.0578684,0.0412312,0.01591
9,0.0575807,0.0413375,0.0159016
10,0.0568434,0.0416008,0.0149044
11,0.0577969,0.041427,0.0160237
12,0.0579693,0.0416218,0.0160108
13,0.0579071,0.0417166,0.0155263
14,0.0577772,0.0413836,0.0157737
15,0.0574355,0.0413701,0.0157171
16,0.0569874,0.0415597,0.0150835
17,0.057595,0.0414928,0.0157547
18,0.0581322,0.0417877,0.015533
19,0.057265,0.0410628,0.0155507
20,0.0572842,0.041219,0.0157265
21,0.0577637,0.0416805,0.0157393
22,0.0573624,0.0416162,0.0154042
23,0.0579616,0.0417414,0.0158735
24,0.0579232,0.0415703,0.0160194
25,0.0576812,0.0418926,0.015439
26,0.0577532,0.0415708,0.0158417
27,0.0577579,0.0416338,0.0157824
28,0.0576488,0.0416169,0.0156671
29,0.0579156,0.0417972,0.0157825
30,0.057739,0.0416977,0.015585
31,0.058223,0.0418553,0.0160201
32,0.0580336,0.0417718,0.0159263
33,0.0577514,0.0418762,0.0155288
34,0.057445,0.0415568,0.0155426
35,0.0579029,0.0414705,0.0160936
36,0.0575523,0.0417853,0.0154198
37,0.0575783,0.0415445,0.0156777
38,0.0576205,0.041661,0.0156177
39,0.0576425,0.0415201,0.0157834
40,0.0573768,0.0416084,0.0154289
41,0.0576169,0.0416794,0.0155892
42,0.0579142,0.0416903,0.0158759
43,0.0576602,0.0413814,0.0159389
44,0.058071,0.0417713,0.0159377
45,0.0578984,0.0417876,0.0156944
46,0.0574726,0.041615,0.015504
47,0.05777,0.0416449,0.0157503
48,0.0575333,0.041635,0.015549
49,0.0574478,0.041599,0.0155126
50,0.057934,0.041634,0.0159565
51,0.0572577,0.0416862,0.0152282
52,0.0568971,0.041453,0.0150863
53,0.0576341,0.0414813,0.0157413
54,0.0574505,0.0416462,0.0154497
55,0.0578412,0.0417012,0.0158002
56,0.0578597,0.0417667,0.0157513
