Frame,DeltaTime,ComputeTime,RenderTime
0,0.0574331,0.0414893,0.0155551
1,0.0577274,0.0416056,0.0152844
2,0.057963,0.0415423,0.0156285
3,0.057622,0.0418058,0.0151342
4,0.0586588,0.0413864,0.0164813
5,0.0581166,0.0416788,0.0160473
6,0.0579903,0.0418739,0.0157755
7,0.057715,0.0419292,0.0154314
8,0.058314,0.0419973,0.0159675
9,0.0580692,0.042071,0.0156438
10,0.0576522,0.0419236,0.0153369
11,0.0577464,0.0420366,0.0153465
12,0.0577739,0.0417475,0.0156696
13,0.0575056,0.0416234,0.0155346
14,0.0578188,0.041855,0.0155841
15,0.0573454,0.0420732,0.0149302
16,0.057547,0.0417033,0.0154815
17,0.0578183,0.0419668,0.0155031
18,0.0575192,0.0416466,0.0155162
19,0.0577295,0.0418373,0.0155496
20,0.0575155,0.0415812,0.0155833
21,0.0571866,0.0418129,0.0150234
22,0.0570824,0.0414646,0.0152598
23,0.0576277,0.0418476,0.0154294
24,0.0575741,0.0418901,0.0153319
25,0.0578061,0.0419039,0.0155431
26,0.0578896,0.0418251,0.0156817
27,0.0581648,0.0418261,0.0159608
28,0.0579078,0.0421812,0.0153674
29,0.0573906,0.041644,0.0154022
30,0.0575727,0.0415715,0.0156144
31,0.0572346,0.0418288,0.0150685
32,0.0577745,0.041582,0.0156954
33,0.058079,0.0420452,0.0156873
34,0.0584105,0.0420704,0.0160008
35,0.058183,0.0418634,0.0159675
36,0.0579618,0.0418323,0.0157755
37,0.0583467,0.0419168,0.0160671
38,0.0584106,0.0419453,0.0160652
39,0.0578305,0.0417872,0.0156987
40,0.0573679,0.0416152,0.0154014
41,0.0580269,0.0415317,0.0161371
42,0.0568686,0.0415804,0.0149354
43,0.0577695,0.0414988,0.0159303
44,0.0578537,0.0417354,0.0157695
45,0.0574702,0.041617,0.0155114
46,0.0582722,0.0419331,0.0159966
47,0.0570137,0.0407584,0.0159061
48,0.0579134,0.0418382,0.0157298
49,0.0578034,0.0418172,0.0156457
50,0.0576124,0.041682,0.015576
51,0.0579784,0.0417266,0.0159116
52,0.0582841,0.0421172,0.015828
53,0.0581237,0.0420334,0.0157203
54,0.0575743,0.0416804,0.0155422
55,0.0577535,0.0417121,0.0156975
56,0.0573479,0.0416832,0.0153206
57,0.0578474,0.0417796,0.0157256
58,0.0575797,0.041726,0.0155082
59,0.0576687,0.0419014,0.0154118
60,0.0575474,0.041871,0.0153169
61,0.0574283,0.0416286,0.0154548
62,0.0576931,0.0418971,0.0154521
63,0.0574351,0.0417192,0.0153713
64,0.0582067,0.0418529,0.0160126
65,0.0577611,0.0417321,0.0156821
66,0.0577652,0.0418035,0.0156156
67,0.0574746,0.041545,0.0155772
68,0.0573052,0.0419651,0.0149946
69,0.0577974,0.0417538,0.0157065
70,0.0577441,0.0418476,0.0155341
71,0.058025,0.0417722,0.0158226
72,0.0571846,0.0417946,0.0150368
73,0.057415,0.04159,0.0154807
74,0.0573464,0.0415417,0.0154403
75,0.0578031,0.0419281,0.0155104
76,0.0577089,0.0420326,0.0153307
77,0.0574894,0.0416051,0.0155306
78,0.0578933,0.0418648,0.0156018
79,0.0578852,0.0417908,0.0156429
80,0.0579185,0.0418461,0.0157177
81,0.0571344,0.0416278,0.0151259
