Frame,DeltaTime,ComputeTime,RenderTime
0,0.0570691,0.0413062,0.01539
1,0.0576882,0.0411708,0.0156685
2,0.0575373,0.0415332,0.0156632
3,0.057931,0.0417628,0.0158287
4,0.0576293,0.0417555,0.0155408
5,0.0576986,0.0416077,0.0157418
6,0.0573266,0.0416281,0.0153629
7,0.0573606,0.0416424,0.0153374
8,0.0572265,0.0414977,0.0150137
9,0.0571911,0.0410074,0.0155345
10,0.0570479,0.0412175,0.015479
11,0.0570285,0.0414598,0.0152276
12,0.0579426,0.0415118,0.0160879
13,0.0573903,0.0419238,0.0151267
14,0.0575783,0.0413016,0.0159333
15,0.0576557,0.0417032,0.0156164
16,0.0570128,0.041672,0.0149956
17,0.0573375,0.0415334,0.0154255
18,0.0572046,0.0414852,0.0153617
19,0.0579606,0.0417204,0.0158996
20,0.0577642,0.0416938,0.0157225
21,0.057391,0.0415859,0.0154607
22,0.0573938,0.0417085,0.0153572
23,0.0580316,0.0415596,0.0161142
24,0.0576417,0.0418607,0.0153877
25,0.0573481,0.0415223,0.0154674
26,0.0571375,0.0414384,0.0153585
27,0.0575956,0.0415019,0.0157437
28,0.0574858,0.0416278,0.0155153
29,0.0578261,0.0416142,0.0158017
30,0.0583562,0.0419913,0.0159201
31,0.0578359,0.0417815,0.0157129
32,0.0576637,0.0416367,0.0156815
33,0.0574331,0.0416729,0.0154223
34,0.0579722,0.0418001,0.0157635
35,0.0579237,0.0418088,0.0157716
36,0.0576859,0.0415281,0.0158071
37,0.0578937,0.041859,0.0156747
38,0.0572836,0.0417704,0.0151589
39,0.056917,0.0414451,0.0151342
40,0.05755,0.0414978,0.0157035
41,0.0574636,0.041651,0.0154694
42,0.057254,0.0415795,0.015293
43,0.0575065,0.0416344,0.0155369
44,0.0573498,0.0415832,0.015378
45,0.0573375,0.0414886,0.0154929
46,0.0578242,0.0417178,0.0156701
47,0.0577495,0.0416885,0.0157071
48,0.0577486,0.0415915,0.0158076
49,0.057532,0.0416261,0.015567
50,0.0574032,0.0416697,0.0152967
51,0.0574767,0.0415981,0.0155292
52,0.0573312,0.041537,0.0154486
53,0.0576523,0.0416329,0.0156735
54,0.0575029,0.0414207,0.0156069
55,0.057625,0.0415769,0.0156424
56,0.0576034,0.0415585,0.0156717
57,0.057365,0.0414438,0.0155366
58,0.0574247,0.0416109,0.0154738
59,0.0576741,0.0416726,0.0156531
60,0.0576095,0.0417425,0.0155297
61,0.0581821,0.041793,0.0160486
62,0.0578054,0.0417581,0.0157008
63,0.0576313,0.0416322,0.0153702
64,0.0576734,0.0412774,0.0155531
65,0.056927,0.0414862,0.0150909
66,0.0572582,0.0415059,0.01542
67,0.0577125,0.0417053,0.0156554
68,0.0578185,0.0417014,0.0157181
69,0.0573913,0.0415632,0.0154732
70,0.0574301,0.0416708,0.0154263
71,0.0574266,0.0416095,0.0154783
72,0.0573717,0.0414693,0.0155613
73,0.0578504,0.0418616,0.0156498
74,0.0576366,0.0416952,0.015588
75,0.0573075,0.0414496,0.0155122
76,0.0578925,0.041535,0.0160136
77,0.0578853,0.041643,0.0158983
78,0.0575541,0.04166,0.01549
79,0.0577266,0.0418022,0.0155851
80,0.0579229,0.0417778,0.0157754
81,0.0578752,0.0419013,0.0156385
82,0.0580037,0.0419129,0.0157369
83,0.0577142,0.0417409,0.0156352
84,0.0571436,0.0416268,0.0151615
85,0.0575386,0.0417436,0.0154441
86,0.0576252,0.0416986,0.0155717
87,0.0574042,0.0416331,0.0154237
88,0.0578325,0.0415799,0.0158196
89,0.0574131,0.0415322,0.0155292
90,0.0574578,0.0415764,0.0155462
91,0.0577556,0.0417283,0.0156704
92,0.0575393,0.0416002,0.0155928
93,0.0575988,0.0416652,0.0155871
94,0.057611,0.0416765,0.0155853
95,0.0575887,0.0416197,0.0156212
96,0.0573916,0.0415086,0.0155379
97,0.0577502,0.0415588,0.0158522
98,0.0582788,0.0417302,0.0159392
99,0.0577518,0.0414364,0.0156833
100,0.057479,0.041347,0.0153919
101,0.0568013,0.0410073,0.0154508
102,0.0572439,0.0415329,0.015377
103,0.0574504,0.0415642,0.0155332
104,0.0573205,0.0416111,0.0152159
105,0.0573846,0.041488,0.0155531
106,0.0575388,0.0415592,0.0155984
107,0.0576802,0.0416375,0.0156858
108,0.0574275,0.0414987,0.0155538
109,0.0576311,0.0416747,0.0156096
110,0.0576309,0.0416394,0.0156212
111,0.0575872,0.0415286,0.0157026
112,0.0571504,0.0417605,0.0150367
113,0.0574661,0.0414693,0.0156517
114,0.057401,0.0415814,0.0154853
115,0.0576786,0.0415691,0.015759
116,0.0583913,0.0415853,0.0159597
117,0.0577181,0.0414553,0.01561
118,0.0573539,0.0413773,0.0156317
119,0.0573512,0.0415841,0.0153792
