Frame,DeltaTime,ComputeTime,RenderTime
0,0.0311746,0.0214807,0.0093355
1,0.0312544,0.0214703,0.009459
2,0.0312095,0.0214303,0.0094276
3,0.0315225,0.0212489,0.0092772
4,0.0313615,0.0211888,0.0092368
5,0.0317229,0.0212587,0.0095876
6,0.0317572,0.0212119,0.0093409
7,0.0313858,0.0213963,0.0090638
8,0.0309482,0.021086,0.0089377
9,0.03136,0.0208724,0.009563
10,0.0311056,0.0212671,0.0094976
11,0.0318903,0.0214091,0.0095921
12,0.0315253,0.0212738,0.0093256
13,0.0313771,0.0209847,0.0095619
14,0.0313399,0.0211449,0.0092696
15,0.0311348,0.0211527,0.0090416
16,0.0308756,0.0210537,0.0094693
17,0.0311383,0.0214004,0.0088335
18,0.0311039,0.0208797,0.0091043
19,0.0313264,0.021079,0.0093924
20,0.0313269,0.0211036,0.0092869
21,0.0315051,0.0211776,0.0094698
22,0.031065,0.0211851,0.00956
23,0.0319489,0.0215186,0.0095535
24,0.0317195,0.0212598,0.0092808
25,0.0310357,0.0213357,0.0093933
26,0.031676,0.0213193,0.0094428
27,0.0312486,0.0211085,0.0093217
28,0.0310979,0.0210411,0.0091016
29,0.030993,0.020967,0.0091495
30,0.030773,0.0210267,0.009407
31,0.0320817,0.0214307,0.0097287
32,0.0309601,0.0213204,0.0093223
33,0.0312668,0.021264,0.0091513
34,0.0313091,0.0209706,0.0094231
35,0.0310405,0.0210127,0.0091833
36,0.0315319,0.0211545,0.0093749
37,0.0313111,0.0211928,0.0092173
38,0.0305745,0.0210465,0.0091958
39,0.0314869,0.0210787,0.009526
40,0.0308667,0.0212951,0.0092579
41,0.0314711,0.0212403,0.009399
42,0.031167,0.0212526,0.0096006
43,0.032423,0.0213451,0.0107523
44,0.0321517,0.0219854,0.0092895
45,0.0312976,0.0210435,0.0093603
46,0.0310358,0.021204,0.0095012
47,0.031246,0.0212564,0.009671
48,0.0315395,0.0214092,0.0092101
49,0.0307829,0.0210253,0.0094337
50,0.031155,0.0214387,0.0094127
51,0.0311184,0.0214521,0.0093633
52,0.0316415,0.0213091,0.0094041
53,0.0310444,0.0210817,0.0091737
54,0.0308929,0.0210672,0.0095006
55,0.0321272,0.0215139,0.0102927
56,0.0322895,0.0218463,0.0095201
57,0.0308344,0.0212642,0.0092383
58,0.0307628,0.02122,0.0092257
59,0.0311932,0.0211873,0.0091862
60,0.0305714,0.0210809,0.0091867
61,0.0317444,0.0213332,0.009476
62,0.0312684,0.0212719,0.0096642
63,0.0309437,0.0213443,0.0093032
