Frame,DeltaTime,ComputeTime,RenderTime
0,0.0424156,0.0303188,0.0118347
1,0.0422678,0.0300083,0.0119774
2,0.0434092,0.0301292,0.0124584
3,0.0439939,0.0301698,0.0130678
4,0.0446078,0.0303883,0.0133224
5,0.0438894,0.0304366,0.0126643
6,0.0446863,0.030365,0.012824
7,0.0442674,0.0307389,0.0126571
8,0.0434839,0.0301808,0.0125445
9,0.0437525,0.0301741,0.0120921
10,0.0436652,0.0308332,0.0121206
11,0.0427188,0.0301871,0.0119887
12,0.0431468,0.0303521,0.0125054
13,0.043574,0.0302903,0.0127601
14,0.043384,0.0302298,0.0129246
15,0.0449605,0.0305965,0.0141034
16,0.0440564,0.0311348,0.0126711
17,0.0436258,0.0304904,0.0129085
18,0.044518,0.0306228,0.0136536
19,0.0437894,0.0309628,0.012621
20,0.0439533,0.030479,0.0132483
21,0.0436387,0.0307922,0.0126281
22,0.0431397,0.0305655,0.0123415
23,0.0427053,0.0302922,0.0121617
24,0.0422443,0.0302608,0.0117636
25,0.0433099,0.030302,0.0127951
26,0.0432082,0.0305302,0.0124454
27,0.0450451,0.0304042,0.014393
28,0.0488036,0.0315516,0.0168087
29,0.0450209,0.0324245,0.0122679
30,0.0433328,0.0305049,0.0124894
31,0.0461685,0.0308687,0.0147271
32,0.0452291,0.0319514,0.0126924
33,0.0440006,0.0306549,0.0129452
34,0.0437872,0.0307179,0.0127896
35,0.0432516,0.0306633,0.0122866
36,0.0434474,0.0305957,0.0125761
37,0.0434811,0.0305508,0.0126832
38,0.044634,0.0308013,0.0135906
39,0.0438541,0.0309072,0.0127074
40,0.0428879,0.03041,0.0122538
41,0.0428416,0.030336,0.0123206
42,0.0431306,0.0303078,0.012598
43,0.0430211,0.0303802,0.0123247
44,0.0435012,0.030438,0.0125161
45,0.0435519,0.0305615,0.0127312
46,0.0435206,0.0304698,0.0128469
47,0.0435005,0.0306523,0.0126142
48,0.0429113,0.0304081,0.0123094
49,0.0441377,0.0305283,0.0133891
50,0.0439815,0.0308849,0.0128768
51,0.0430579,0.0304648,0.0123989
52,0.0430214,0.0304835,0.0122905
53,0.0422816,0.0303054,0.0116739
54,0.0427595,0.0301304,0.0123932
55,0.0432097,0.0303681,0.0126504
56,0.0432342,0.0305203,0.0124952
57,0.0431248,0.0304144,0.0124999
58,0.0425138,0.0303637,0.0119444
59,0.0427495,0.0301881,0.0123605
60,0.0430641,0.0303827,0.0124932
61,0.0429939,0.0303089,0.0124888
62,0.0425961,0.0304882,0.011914
63,0.0428492,0.030208,0.0124416
64,0.0426789,0.0302155,0.0122743
65,0.0428584,0.0303157,0.0123587
66,0.0430033,0.0304673,0.012306
67,0.0432574,0.0304344,0.0126211
68,0.0434566,0.0306151,0.0125751
69,0.043308,0.0304484,0.0125599
70,0.0435208,0.0304737,0.0127975
71,0.0438373,0.0305734,0.0129933
72,0.0434747,0.0306297,0.0125828
73,0.0432789,0.0304194,0.0126637
74,0.0442749,0.0313186,0.0126808
75,0.0449983,0.0307123,0.0140092
76,0.0434408,0.0310859,0.0120953
77,0.0433233,0.0303636,0.0127257
78,0.0450979,0.0305023,0.0143702
