Frame,DeltaTime,ComputeTime,RenderTime
0,0.0021549,0.0008818,0.0010248
1,0.0024818,0.0010143,0.0010012
2,0.002382,0.0011919,0.0009755
3,0.0022184,0.00099,0.0009579
4,0.0021715,0.0009816,0.0009675
5,0.0020866,0.0009312,0.000961
6,0.0022144,0.0010033,0.0009691
7,0.0020945,0.0009103,0.0009806
8,0.0043368,0.0009008,0.0009906
9,0.002225,0.0010132,0.000987
10,0.0020993,0.0008714,0.0010164
11,0.002152,0.0009612,0.000984
12,0.0020303,0.0008779,0.0009536
13,0.0021875,0.0009653,0.0009668
14,0.0023939,0.0009387,0.0010036
15,0.0020967,0.0009141,0.0009909
16,0.002191,0.0009239,0.0009784
17,0.0021567,0.0009713,0.0009764
18,0.0021258,0.0009436,0.0009916
19,0.0022363,0.0009864,0.0009867
20,0.0020387,0.0008806,0.0009667
21,0.002081,0.0008756,0.0010052
22,0.0023999,0.0011609,0.0009823
23,0.0021149,0.0009516,0.0009577
24,0.0021162,0.0009274,0.0009854
25,0.0021594,0.0010048,0.0009562
26,0.0021559,0.0009244,0.0009691
27,0.0022244,0.0010238,0.0009707
28,0.0022157,0.0009981,0.0009899
29,0.0021738,0.000978,0.0009894
30,0.0021115,0.0009224,0.00096
31,0.0020468,0.0008817,0.0009702
32,0.0020591,0.0009067,0.0009524
33,0.0021249,0.0009373,0.0009778
34,0.0021239,0.0009582,0.0009722
35,0.0020278,0.0008782,0.0009607
36,0.0026146,0.0013184,0.0010211
37,0.0021407,0.0009539,0.0009836
38,0.0021413,0.0009326,0.0009962
39,0.002313,0.0011332,0.0009697
40,0.0021157,0.0009378,0.0009653
41,0.0021559,0.0009736,0.0009362
42,0.0023728,0.0009554,0.0009584
43,0.002107,0.0009191,0.0009829
44,0.0021501,0.0009553,0.0009747
45,0.0020941,0.0009047,0.0009811
46,0.0020829,0.0009113,0.0009745
47,0.0022353,0.0011082,0.0009219
48,0.0021185,0.0009654,0.0009609
49,0.0022091,0.0009394,0.0009895
50,0.0021605,0.0009611,0.0009684
51,0.0020632,0.0009052,0.0009615
52,0.002079,0.0008892,0.000985
53,0.002236,0.0010827,0.0009516
54,0.0021525,0.0009954,0.0009666
55,0.0025266,0.000983,0.0012489
56,0.002061,0.0008864,0.0009654
57,0.0023965,0.0009526,0.000927
58,0.0023606,0.0011486,0.0009707
59,0.0021126,0.0009525,0.0009633
60,0.0020749,0.0008893,0.0009867
61,0.0021558,0.0009824,0.0009665
62,0.0020756,0.0009253,0.0009494
63,0.0021256,0.0009204,0.0009847
64,0.0025948,0.0010092,0.0010546
65,0.0023289,0.0010016,0.0010485
66,0.0024501,0.0011435,0.0010082
67,0.0022558,0.0009798,0.0009792
68,0.0030561,0.0009614,0.0016074
69,0.002136,0.0008831,0.0009964
70,0.0021411,0.000954,0.0009699
71,0.0022931,0.0010066,0.0009627
