Frame,DeltaTime,ComputeTime,RenderTime
0,0.0119636,0.0111298,0.0004876
1,0.0119467,0.0111364,0.0004944
2,0.011826,0.0111014,0.0004762
3,0.0118211,0.011023,0.0004593
4,0.0119628,0.011168,0.0004828
5,0.0119481,0.0111985,0.000485
6,0.0119136,0.0111547,0.0004983
7,0.0120051,0.0111301,0.0005072
8,0.0125456,0.011165,0.0005121
9,0.0124697,0.0111179,0.0005174
10,0.0125074,0.0111528,0.0004617
11,0.0124228,0.0111158,0.0004999
12,0.0125924,0.0112587,0.0005363
13,0.0126669,0.0111923,0.0004986
14,0.0130444,0.0116122,0.0005139
15,0.0127769,0.0114491,0.0004967
16,0.0126968,0.0113154,0.0004978
17,0.0126233,0.011279,0.000509
18,0.0127936,0.0112506,0.0005123
19,0.0124718,0.0111328,0.0004925
20,0.0128571,0.011202,0.0005087
21,0.0126418,0.0112253,0.0005109
22,0.0124024,0.0110971,0.0005003
23,0.0125597,0.0111716,0.0005098
24,0.0125732,0.0112597,0.0005026
25,0.0132883,0.0110886,0.000498
26,0.0127022,0.0111554,0.000509
27,0.0126711,0.0111968,0.0004958
28,0.0125238,0.0111971,0.0005038
29,0.0123893,0.0110635,0.0004885
30,0.0126228,0.0110996,0.0005935
31,0.0125885,0.0112193,0.0005083
32,0.0128283,0.0111967,0.0004746
33,0.0124847,0.0110902,0.0004694
34,0.0127417,0.0113894,0.0004991
35,0.0125965,0.0112099,0.0004734
36,0.0123913,0.0110107,0.0004718
37,0.0132258,0.011258,0.0005134
38,0.0123838,0.0111332,0.0004899
39,0.01245,0.0111514,0.0004953
40,0.0131012,0.0112754,0.0005042
41,0.0123454,0.0110789,0.0004893
42,0.0128816,0.011496,0.0004995
43,0.0127365,0.0111633,0.0004793
44,0.0126793,0.0110701,0.0004912
45,0.0135806,0.0117221,0.0006327
46,0.0184001,0.0164604,0.0006823
47,0.01616,0.013466,0.0007558
48,0.0142367,0.012608,0.0005744
49,0.0131946,0.0114123,0.0006594
50,0.0142156,0.0123806,0.000703
51,0.0130191,0.0113974,0.0004976
52,0.0139155,0.0114057,0.000607
53,0.0166452,0.0137735,0.0006226
54,0.0152803,0.0137121,0.0005229
55,0.0129568,0.0113596,0.000506
56,0.0162095,0.0127868,0.0007138
57,0.017233,0.0154345,0.0005413
58,0.0130336,0.0115741,0.0005081
59,0.0125777,0.0111004,0.0005177
60,0.0139234,0.0120309,0.0006825
61,0.0130169,0.0114497,0.0005291
62,0.0131938,0.0112511,0.0005309
63,0.0126995,0.0112746,0.0005197
64,0.0126878,0.0113111,0.0005083
65,0.0117398,0.0109927,0.0004696
66,0.0125834,0.0111534,0.0004955
67,0.0123835,0.0115233,0.0005225
68,0.0126864,0.0113154,0.0005131
69,0.012332,0.0114494,0.0005201
70,0.0120886,0.0112868,0.0005004
71,0.0121398,0.0113389,0.0005009
72,0.0120101,0.0112412,0.0004942
73,0.0119783,0.0111866,0.0005054
74,0.0125529,0.0112395,0.0004987
75,0.0118406,0.01106,0.0004935
76,0.0119564,0.0111854,0.0004811
77,0.0118934,0.0111157,0.0004737
78,0.0120825,0.0113217,0.0004946
79,0.0118203,0.0110484,0.0004968
80,0.0118574,0.0110999,0.0005
81,0.0118628,0.0111318,0.0004886
82,0.0119847,0.0111719,0.0005019
83,0.0119823,0.0111738,0.0005016
84,0.0119388,0.0111304,0.0005124
85,0.0119208,0.0111652,0.0004918
86,0.0124015,0.0112343,0.0005109
87,0.0123243,0.0114063,0.0005019
88,0.0118961,0.0111422,0.0004915
89,0.0119457,0.011166,0.0005006
90,0.0118805,0.0111056,0.0004907
91,0.0118589,0.0111027,0.0005028
92,0.0119621,0.0111738,0.0005186
93,0.0118664,0.0110984,0.0004933
94,0.0120373,0.0111963,0.000496
95,0.0121308,0.0112616,0.0004868
96,0.0120568,0.011203,0.0004846
97,0.0122269,0.0113521,0.000488
98,0.0120493,0.0111746,0.0004783
99,0.0124277,0.0115026,0.0005639
100,0.0126563,0.0115053,0.0007179
101,0.0123873,0.0115412,0.0005016
102,0.0122871,0.0114948,0.0004969
103,0.0121915,0.011436,0.0004887
104,0.0123021,0.011495,0.0005017
105,0.0122535,0.0114811,0.0004888
106,0.0121797,0.011321,0.0004831
107,0.0119748,0.0112567,0.0004904
108,0.011771,0.0110086,0.0004991
109,0.0119459,0.0111336,0.0004999
110,0.0119327,0.0111348,0.0005042
111,0.0119636,0.0111928,0.0004893
112,0.0122323,0.0111297,0.0005491
113,0.0119095,0.0110572,0.0005235
114,0.0118199,0.0110265,0.0005127
115,0.0119593,0.0110987,0.0005572
116,0.0120179,0.0109607,0.0005028
117,0.0118302,0.0110357,0.0004931
118,0.0117769,0.0110341,0.000488
119,0.0117168,0.0109732,0.0004941
120,0.0117236,0.0110148,0.0004538
121,0.0116139,0.0108914,0.0004838
122,0.0118981,0.0111474,0.0004864
123,0.0120516,0.0112675,0.0004965
124,0.0120787,0.0111552,0.0004927
125,0.0120644,0.0113065,0.0004965
126,0.0121545,0.0113975,0.0004996
127,0.0120808,0.0113103,0.0004936
128,0.0118134,0.0110818,0.000486
129,0.0118447,0.0110814,0.0004911
130,0.011865,0.0110639,0.0005073
131,0.0119326,0.0111326,0.000498
132,0.0119596,0.0111481,0.0005
133,0.0119747,0.011209,0.0004833
134,0.0118785,0.0111041,0.000489
135,0.0119368,0.0111327,0.0004962
136,0.0119168,0.0111507,0.0004893
137,0.0119513,0.0111594,0.000507
138,0.0117169,0.010971,0.0004841
139,0.0118094,0.0110602,0.0004948
140,0.0117184,0.0109402,0.0005017
141,0.0118134,0.0109912,0.0005122
142,0.0116811,0.0109441,0.0004799
143,0.011811,0.0110664,0.000489
144,0.012497,0.0111579,0.0005034
145,0.0126855,0.0112182,0.0004986
146,0.0119942,0.0112568,0.0004652
147,0.0124704,0.0111866,0.0004888
148,0.0126274,0.0112262,0.0004882
149,0.0123728,0.0111341,0.0004939
150,0.0118187,0.0110243,0.0004847
151,0.0123228,0.0110467,0.0004765
152,0.0121948,0.0109154,0.0004939
153,0.0118418,0.0110781,0.0004879
154,0.0123543,0.011103,0.000487
155,0.0119484,0.0111789,0.0004953
156,0.0117651,0.0110177,0.0004903
157,0.012399,0.0109526,0.0005219
158,0.011853,0.0109995,0.0005148
159,0.0118095,0.0110743,0.0004773
160,0.0118358,0.0111016,0.0004766
161,0.0118378,0.0111021,0.000476
162,0.0119255,0.0111421,0.0004676
163,0.0118157,0.0110938,0.0004727
164,0.0117913,0.0110527,0.0004808
165,0.011906,0.011176,0.0004736
166,0.0120063,0.011222,0.0004885
167,0.011931,0.0111907,0.0004724
168,0.0120088,0.011228,0.0004835
169,0.0118884,0.0111491,0.0004747
170,0.0118204,0.0111073,0.0004725
171,0.0118616,0.0110999,0.0005048
172,0.0119504,0.0112046,0.0004625
173,0.0117221,0.0110189,0.0004757
174,0.0118509,0.0111253,0.0004764
175,0.0116194,0.0108914,0.0004763
176,0.0118318,0.0111073,0.0004768
177,0.0118466,0.0109341,0.000473
178,0.0117123,0.0109472,0.0004871
179,0.0118222,0.01108,0.0004844
180,0.0120055,0.0112163,0.0005088
181,0.0118368,0.0110531,0.0004915
182,0.0121204,0.0112758,0.0005032
183,0.012078,0.0111823,0.0005395
184,0.0121259,0.0112645,0.0005291
185,0.0119389,0.011173,0.0005316
186,0.0117168,0.010963,0.0004809
187,0.011866,0.0110854,0.0004942
188,0.0120008,0.0112013,0.0004969
189,0.0120665,0.0112752,0.0004973
190,0.0125212,0.0117507,0.0004801
191,0.0119776,0.0111999,0.000493
192,0.0119229,0.0111425,0.000493
193,0.0118842,0.0111425,0.0004938
194,0.0119208,0.0111351,0.0005022
195,0.011905,0.0111489,0.0004912
196,0.011794,0.0110058,0.0004993
197,0.0119119,0.0111178,0.0004787
198,0.0118083,0.0110176,0.0004936
199,0.0118727,0.0111052,0.0004909
200,0.0117885,0.0110518,0.0004886
201,0.0120739,0.0112944,0.0004981
202,0.0118418,0.0110967,0.0004839
203,0.0119223,0.0111525,0.0004937
204,0.0121132,0.01133,0.0004988
205,0.0120083,0.0111872,0.0005026
206,0.0122983,0.0114667,0.0005021
207,0.0119196,0.0111603,0.0004812
208,0.0118479,0.0110736,0.0004918
209,0.0119465,0.0111534,0.0004939
210,0.0118423,0.011077,0.000492
211,0.0120644,0.0109916,0.0004943
212,0.0118436,0.0110781,0.0004979
213,0.0118849,0.0111226,0.0004902
214,0.0119157,0.0110767,0.0005084
215,0.0117324,0.0109637,0.0004901
216,0.0118247,0.0110635,0.0004953
217,0.0117703,0.0109964,0.0005081
218,0.011862,0.0110673,0.0005263
219,0.0119942,0.0112321,0.0004571
220,0.0118205,0.0110868,0.0004838
221,0.0119725,0.0112041,0.0004972
222,0.0118511,0.0110649,0.0005015
223,0.0120118,0.0112203,0.0005003
224,0.0121662,0.0113834,0.000503
225,0.0118244,0.011062,0.0004839
226,0.0117798,0.0110415,0.0004863
227,0.0118656,0.011129,0.0004553
228,0.0118527,0.011136,0.0004988
229,0.0118123,0.0110857,0.0004838
230,0.0117899,0.011038,0.0004905
231,0.0116992,0.0109376,0.0004952
232,0.0120154,0.0112142,0.0005016
233,0.0118638,0.0110979,0.0004932
234,0.0119821,0.0112302,0.0004894
235,0.0118067,0.0110656,0.0004885
236,0.0119243,0.0111765,0.0004906
237,0.0117351,0.0109829,0.000489
238,0.0117954,0.0110476,0.0004953
239,0.0123104,0.0110158,0.0005207
240,0.0117701,0.0109564,0.0004814
241,0.011725,0.010945,0.00048
242,0.011851,0.0111003,0.0004797
243,0.0120084,0.0112677,0.0004741
244,0.0119663,0.0112767,0.0004781
245,0.0119085,0.0111417,0.0004871
246,0.0120128,0.0111579,0.0004794
247,0.0118773,0.011157,0.0004679
248,0.0118853,0.011094,0.0004859
249,0.0117975,0.0109734,0.0004731
250,0.0117297,0.0109999,0.0004703
251,0.012022,0.0112385,0.0004827
252,0.0118633,0.011125,0.0004768
253,0.011921,0.0112,0.0004672
254,0.0118653,0.0111377,0.0004839
255,0.0118911,0.0111652,0.0004825
256,0.0118379,0.0111159,0.0004756
257,0.0118366,0.0110932,0.0004791
258,0.011884,0.0111708,0.000474
259,0.0118406,0.0110379,0.0004983
260,0.0117312,0.0109831,0.0004775
261,0.0117826,0.0110667,0.0004708
262,0.0117925,0.0110769,0.0004789
263,0.011958,0.0111652,0.0005109
264,0.0118977,0.0111586,0.0004917
265,0.0118372,0.0110878,0.000491
266,0.0119023,0.0110901,0.0004963
267,0.0120884,0.0112336,0.0005159
268,0.0119241,0.011099,0.0005182
269,0.0118728,0.0110916,0.0005113
270,0.0118802,0.0110802,0.0004922
271,0.0117083,0.0109785,0.0004864
272,0.0116745,0.01092,0.0004908
273,0.0118142,0.0110734,0.0004728
274,0.0117469,0.0110421,0.0004562
275,0.0117237,0.0110014,0.000485
276,0.0126994,0.0118062,0.0004921
277,0.0119655,0.0111317,0.0004997
278,0.0117509,0.0110072,0.0004805
