Frame,DeltaTime,ComputeTime,RenderTime
0,0.0318847,0.0307187,0.0008006
1,0.0318127,0.0305793,0.0008169
2,0.0321501,0.0304529,0.000812
3,0.0325113,0.0306159,0.0008299
4,0.0327496,0.0309599,0.0008401
5,0.0326963,0.0306007,0.0007959
6,0.032368,0.0304205,0.0008424
7,0.0325319,0.0307018,0.0008009
8,0.0331528,0.0311871,0.0008346
9,0.0324577,0.0306508,0.0008294
10,0.0316119,0.0304642,0.0008066
11,0.0312308,0.0300544,0.0008337
12,0.0312971,0.0301349,0.0008112
13,0.0315286,0.0303489,0.000833
14,0.031861,0.0307002,0.0008393
15,0.0317709,0.0302217,0.0008271
16,0.0326452,0.0314544,0.0008316
17,0.031977,0.0306835,0.0008279
18,0.0325956,0.0304993,0.0008171
19,0.0321991,0.0304316,0.0008287
20,0.0319728,0.0302815,0.0008222
21,0.0330542,0.0306195,0.0008537
22,0.0326788,0.0307043,0.0007703
23,0.032235,0.0304436,0.000852
24,0.0321202,0.0304652,0.0008351
25,0.0317458,0.0305449,0.0008346
26,0.0313452,0.0302173,0.0008128
27,0.031402,0.0302578,0.0008093
28,0.0329577,0.0306259,0.0009312
29,0.0323004,0.0305489,0.0008267
30,0.0328907,0.0307041,0.0008323
31,0.0322679,0.0305116,0.0008043
32,0.0322145,0.0304256,0.0008436
33,0.0315077,0.0303653,0.0008045
34,0.031932,0.0301877,0.0008271
35,0.0319098,0.0302635,0.0008272
36,0.031922,0.0307728,0.000779
37,0.0320792,0.0302814,0.0008276
38,0.0322713,0.0305212,0.0008081
39,0.0316288,0.0304824,0.0008097
40,0.032312,0.0305547,0.0008296
41,0.0316282,0.0299009,0.0008144
42,0.0321138,0.0303696,0.0008267
43,0.0315318,0.0303512,0.0008362
44,0.0314514,0.0303081,0.0007943
45,0.0321379,0.0303759,0.0008185
46,0.031638,0.0305016,0.0008219
47,0.0328543,0.0306563,0.0008281
48,0.0314339,0.03032,0.0007856
49,0.0319848,0.0303521,0.0007838
50,0.0322746,0.0304775,0.0008255
51,0.0318032,0.0306198,0.0008271
52,0.0313977,0.0301913,0.0008341
53,0.0320866,0.0304478,0.0008102
54,0.0321321,0.030357,0.0008316
55,0.0313357,0.0301974,0.0008036
56,0.0320105,0.0302027,0.0008252
57,0.0312406,0.0300643,0.0008278
58,0.0319663,0.0302492,0.0008019
59,0.031369,0.0302434,0.0008113
60,0.0322673,0.0301945,0.0008284
61,0.0316153,0.0304667,0.0007882
62,0.0323304,0.0305967,0.0008004
63,0.0316222,0.0304373,0.0008367
64,0.0314876,0.0302996,0.000833
65,0.0324043,0.0306931,0.0008299
66,0.0318817,0.0307273,0.0008286
67,0.0315119,0.0303946,0.0007889
68,0.0323616,0.0305232,0.0008352
69,0.032058,0.0308763,0.0008156
70,0.0321982,0.030348,0.0008752
71,0.0316667,0.0305025,0.0008188
72,0.0328279,0.0308966,0.000822
73,0.0317402,0.030571,0.0008251
74,0.0315075,0.0303612,0.0007889
75,0.0320591,0.030349,0.0008086
76,0.0313842,0.0301979,0.0008295
77,0.0315855,0.0304133,0.0008048
78,0.0321704,0.0303956,0.0008111
79,0.0315785,0.030406,0.000827
80,0.0324287,0.0306057,0.0008298
81,0.0315858,0.0304387,0.0008123
82,0.0320483,0.030287,0.0008082
83,0.0313936,0.0302537,0.0008164
84,0.0322764,0.030484,0.0008046
85,0.031423,0.0303115,0.0007846
86,0.0312286,0.0301278,0.0008027
87,0.0313868,0.030271,0.0007613
88,0.0318154,0.0306518,0.0008176
89,0.03229,0.0306294,0.0008253
90,0.0315297,0.0303747,0.0008168
91,0.0314301,0.0302764,0.0008129
92,0.0320749,0.0303689,0.0007982
93,0.0313954,0.0301674,0.0008408
94,0.03171,0.0305149,0.0008236
95,0.0319339,0.0307716,0.0008208
96,0.0320909,0.0303588,0.0008336
97,0.0317564,0.0301165,0.0008005
98,0.0313907,0.0302229,0.0008289
99,0.0311787,0.0300878,0.0007718
100,0.0312929,0.0301883,0.0007972
101,0.031832,0.0302069,0.0007955
102,0.0323501,0.0306009,0.0008408
103,0.0314749,0.0301601,0.0009302
104,0.0316328,0.0304773,0.0008236
