Frame,DeltaTime,ComputeTime,RenderTime
0,0.0462053,0.0448432,0.000954
1,0.0456103,0.0443119,0.0009717
2,0.045517,0.0442209,0.0009725
3,0.0455358,0.0442258,0.0009942
4,0.0456903,0.0443989,0.0009608
5,0.0461404,0.044836,0.0009795
6,0.045958,0.0446336,0.0009658
7,0.0457986,0.0444803,0.0009834
8,0.0456325,0.0443104,0.0009938
9,0.0456289,0.0442967,0.001
10,0.0457778,0.0445008,0.0009395
11,0.0459379,0.0445234,0.0010423
12,0.0471891,0.0450558,0.0009789
13,0.04746,0.0452164,0.0009954
14,0.0463753,0.0439204,0.0009487
15,0.0471844,0.0451679,0.0009676
16,0.0465782,0.0445198,0.0009633
17,0.0461005,0.0441727,0.0009154
18,0.0464788,0.0443781,0.0009211
19,0.0472174,0.0451318,0.0009232
20,0.0479923,0.0458489,0.0009747
21,0.0453738,0.0440327,0.0009772
22,0.0460073,0.044691,0.0009835
23,0.0456348,0.0443154,0.0009857
24,0.0457521,0.0442696,0.0009777
25,0.045896,0.0446014,0.0009587
26,0.0454027,0.0441197,0.0009539
27,0.0458845,0.0445827,0.0009784
28,0.0456222,0.044315,0.000979
29,0.045508,0.04425,0.0009542
30,0.0462861,0.0450176,0.0009311
31,0.0460632,0.044762,0.0009791
32,0.0459594,0.0446503,0.0009745
33,0.0460759,0.044771,0.0009709
34,0.0466267,0.0452954,0.0009496
35,0.0466368,0.0453314,0.0009615
36,0.0461542,0.044787,0.001039
37,0.0461522,0.0447604,0.0010034
38,0.0460683,0.0447665,0.0009709
39,0.0455832,0.0442375,0.000978
40,0.0460691,0.044757,0.0009796
41,0.0457295,0.0444007,0.0009932
42,0.0457595,0.0444745,0.0009673
43,0.0455401,0.0442152,0.0009877
44,0.0458809,0.0445829,0.0009637
45,0.0455961,0.0443369,0.000934
46,0.0457132,0.04441,0.0009675
47,0.0456536,0.0443685,0.0009541
48,0.0455955,0.0443321,0.000968
49,0.0457723,0.0445107,0.0009451
50,0.0458012,0.044471,0.0009543
51,0.0460899,0.0447977,0.0009734
52,0.0465694,0.0443565,0.0016898
53,0.0589824,0.0574573,0.0009128
54,0.0507144,0.0491135,0.0011157
55,0.0571935,0.0541001,0.0017527
56,0.0507345,0.0493349,0.0009978
57,0.0461184,0.0447862,0.0009779
58,0.0468286,0.0455031,0.000989
59,0.0460028,0.0446956,0.0009759
60,0.0460297,0.0447217,0.0009873
61,0.0457873,0.0444986,0.0009624
62,0.0456164,0.0443475,0.0009354
63,0.0458597,0.0443237,0.0009864
64,0.0461421,0.0443646,0.0009593
65,0.0456963,0.044322,0.0009852
66,0.0458232,0.0445536,0.0009313
67,0.0460817,0.0448138,0.0009766
68,0.04604,0.0447264,0.0009964
69,0.0457307,0.0444142,0.000994
70,0.0460908,0.0447823,0.0009894
71,0.0458945,0.0445712,0.0010055
72,0.0454165,0.0441387,0.0009773
