Frame,DeltaTime,ComputeTime,RenderTime
0,0.0073944,0.0039191,0.0031683
1,0.0077595,0.0040724,0.0033664
2,0.0075723,0.0040596,0.0032605
3,0.0074805,0.0040179,0.0032213
4,0.0075998,0.0041277,0.0032314
5,0.00747,0.0039525,0.003212
6,0.0074336,0.0040033,0.0031618
7,0.0074374,0.0040737,0.0031186
8,0.0074627,0.004018,0.0031668
9,0.0074216,0.00397,0.0032198
10,0.0072664,0.0041054,0.0029084
11,0.0073908,0.0040109,0.003141
12,0.0074689,0.0040806,0.0031251
13,0.0075691,0.0040672,0.0032116
14,0.0073573,0.0039172,0.0032131
15,0.0076479,0.004153,0.0032585
16,0.0075549,0.004105,0.0031694
17,0.0072031,0.0040259,0.0029326
18,0.0074581,0.0039245,0.0032914
19,0.0074997,0.0040696,0.0032082
20,0.0075415,0.0040508,0.0031839
21,0.0081381,0.0041113,0.0031244
22,0.0074125,0.0038595,0.0032487
23,0.0079634,0.0039854,0.003224
24,0.0081956,0.0040837,0.0031821
25,0.0078932,0.0038622,0.0032817
26,0.0079673,0.0039405,0.0032468
27,0.0077462,0.00393,0.0030621
28,0.007928,0.0039155,0.0031324
29,0.0077355,0.0038237,0.0031526
30,0.0076732,0.0039089,0.0029378
31,0.0078696,0.0039267,0.0030554
32,0.0078847,0.0038404,0.0032121
33,0.0079356,0.0038441,0.0032922
34,0.0079503,0.0039539,0.0032136
35,0.0078014,0.0038453,0.0032329
36,0.0080198,0.0038313,0.003236
37,0.0076974,0.0039265,0.0029385
38,0.0080367,0.003995,0.0032141
39,0.0077949,0.0039615,0.0030349
40,0.0077596,0.0038863,0.0031405
41,0.0078251,0.00392,0.0031726
42,0.0076341,0.0038167,0.003
43,0.0073252,0.0038149,0.0032751
44,0.0079049,0.0040053,0.0029946
45,0.0079993,0.0039402,0.0033009
46,0.0075618,0.0039763,0.0033141
47,0.0074008,0.0039401,0.0032226
48,0.0079996,0.0040416,0.0031723
49,0.0074337,0.0039507,0.0032266
50,0.0074259,0.0039294,0.0032028
51,0.0076802,0.0039883,0.0032989
52,0.0074832,0.0040257,0.0031841
53,0.0079722,0.0039863,0.0031204
54,0.0072796,0.003812,0.0032342
55,0.0074631,0.0040195,0.0031771
56,0.0074465,0.0040173,0.0032005
57,0.0075516,0.0040226,0.0030651
58,0.0075717,0.0040137,0.0033185
59,0.0073262,0.0039552,0.0031305
60,0.0074029,0.0040571,0.0031196
61,0.0075667,0.0041267,0.0031792
62,0.0074195,0.0039693,0.003215
63,0.0073231,0.0039816,0.0030889
64,0.0074279,0.004098,0.0029142
65,0.0076363,0.0040717,0.0032827
66,0.0079952,0.0040253,0.0032651
67,0.0073285,0.0038246,0.0032287
68,0.0079268,0.0039947,0.0031199
69,0.0075712,0.004098,0.0032344
70,0.0076544,0.0039985,0.0029428
71,0.0072956,0.0038104,0.0032506
72,0.0074571,0.0040855,0.0031428
73,0.0080638,0.0041209,0.0031784
74,0.0074446,0.0038898,0.0032962
75,0.0077599,0.0040036,0.003485
76,0.0076184,0.0040942,0.0032812
77,0.0077943,0.0041332,0.0033528
78,0.0080962,0.0041009,0.0031564
79,0.0075011,0.0038673,0.0033328
80,0.0076729,0.0040314,0.0033492
81,0.0074778,0.0039998,0.0032592
82,0.0078711,0.0039393,0.0031058
83,0.0078365,0.0039081,0.0032059
84,0.0074499,0.0039013,0.003259
85,0.0073877,0.003986,0.0031679
86,0.008058,0.0039301,0.0032872
