Frame,DeltaTime,ComputeTime,RenderTime
0,0.002691,0.0011443,0.0012975
1,0.0027318,0.0011488,0.0013444
2,0.0028601,0.0012511,0.0013141
3,0.0025896,0.0011068,0.00128
4,0.0026276,0.0011503,0.0012772
5,0.0028882,0.0013441,0.0012606
6,0.0026538,0.0011294,0.0012683
7,0.0026961,0.0011683,0.0013277
8,0.0026314,0.0011277,0.0012848
9,0.0026921,0.0012096,0.0012825
10,0.004149,0.0010873,0.0013897
11,0.0029682,0.0014387,0.0012828
12,0.0027439,0.0011922,0.001316
13,0.0028179,0.0013279,0.0012571
14,0.0026234,0.0011121,0.0012911
15,0.0027379,0.0011795,0.0013439
16,0.0026244,0.0011128,0.0013066
17,0.0026264,0.0011503,0.001259
18,0.002529,0.0010856,0.0012522
19,0.0026243,0.0010942,0.001303
20,0.0026,0.0010864,0.0013177
21,0.0027653,0.001119,0.0013659
22,0.0027823,0.0012871,0.0012806
23,0.0026337,0.0011075,0.0013246
24,0.0027337,0.0012255,0.0012703
25,0.0026466,0.0011323,0.0012771
26,0.0026943,0.0011954,0.0012717
27,0.0026607,0.0011931,0.0012723
28,0.0028752,0.0011113,0.001315
29,0.0026312,0.0011184,0.0013035
30,0.0027346,0.0011961,0.0013051
31,0.0026306,0.0011204,0.0013066
32,0.002661,0.0011141,0.0013064
33,0.0027168,0.0012497,0.0012538
34,0.0026301,0.0011142,0.0012814
35,0.0026525,0.0011223,0.0012762
36,0.0025906,0.001116,0.0012821
37,0.002644,0.0010991,0.0013149
38,0.0027212,0.0011671,0.0013034
39,0.0026723,0.0011348,0.0012951
40,0.002774,0.001137,0.0013131
41,0.0026202,0.0011233,0.0012986
42,0.0025413,0.0011274,0.0012046
43,0.0025968,0.0011197,0.0012854
44,0.0027879,0.0011751,0.0013516
45,0.002699,0.0011747,0.0013208
46,0.0027189,0.0011728,0.0012958
47,0.0027786,0.0012478,0.0012995
48,0.0025786,0.0010787,0.0012847
49,0.0026413,0.0011818,0.0012602
50,0.0025677,0.0010854,0.0012675
51,0.0025634,0.0011178,0.0012536
52,0.0025462,0.0011031,0.0012577
53,0.0026162,0.0010857,0.0012976
54,0.0026147,0.0011136,0.001305
55,0.0025928,0.0011037,0.0012806
56,0.0027854,0.0011875,0.0013009
57,0.002693,0.0011588,0.001317
58,0.0027082,0.0011331,0.0013269
59,0.0026655,0.0011274,0.0012565
60,0.0027023,0.001174,0.0012901
61,0.0025386,0.0011071,0.001239
62,0.0029227,0.0012848,0.0013059
63,0.0027709,0.0012357,0.0012976
64,0.0026438,0.0011282,0.0012909
65,0.0026799,0.0011778,0.0012947
66,0.0025962,0.0011087,0.0012859
67,0.0027254,0.0011544,0.0013059
68,0.002811,0.0013143,0.0012987
69,0.0028979,0.0013854,0.0013132
70,0.0025641,0.0010895,0.0012773
71,0.0026109,0.0011038,0.0012602
72,0.0027431,0.0012464,0.0012794
73,0.0027058,0.0011353,0.0013233
74,0.0026872,0.001194,0.0012857
75,0.002585,0.0011035,0.0012861
76,0.0026282,0.0011234,0.0012998
77,0.0025998,0.0011212,0.0012898
78,0.0026195,0.0011093,0.0012865
79,0.0026813,0.0011299,0.001301
80,0.0026726,0.0012409,0.001182
81,0.0027177,0.0012053,0.0013066
82,0.0026086,0.0011134,0.0012881
83,0.0026535,0.001222,0.0012341
84,0.0029518,0.0011608,0.0014894
85,0.0026963,0.0011623,0.0013109
86,0.002628,0.0011418,0.0012953
87,0.0027174,0.0011228,0.0013114
88,0.0025838,0.0011451,0.0012058
89,0.0026991,0.0011707,0.0012704
90,0.0026444,0.0012087,0.0012251
91,0.0026009,0.0010869,0.0012978
92,0.002606,0.0011335,0.0012692
93,0.0025213,0.0010863,0.0012442
94,0.0026512,0.0011492,0.0012705
95,0.0025961,0.0010958,0.0013041
96,0.0026551,0.0011112,0.0012553
97,0.0026854,0.0012052,0.0012699
98,0.0026759,0.0011801,0.001287
99,0.0027301,0.0012199,0.0012802
100,0.0026818,0.0011386,0.0013407
101,0.0026599,0.0011704,0.0012839
102,0.0027277,0.0012053,0.0013125
103,0.0026826,0.0011568,0.001271
104,0.0026042,0.0011002,0.001304
105,0.0026568,0.0011658,0.0012574
106,0.0025667,0.0011196,0.0012506
107,0.0026653,0.0011293,0.0013296
108,0.0026491,0.0011512,0.0012904
109,0.0025604,0.0011076,0.0012663
110,0.0026269,0.0011116,0.0012966
111,0.0026388,0.0011727,0.0012768
112,0.0026176,0.0010995,0.0012916
113,0.0027679,0.0013076,0.0012418
114,0.002665,0.0011156,0.0013052
115,0.0026366,0.0011572,0.0012777
116,0.0025621,0.0010991,0.0012713
117,0.0026008,0.0011396,0.0012526
118,0.0026222,0.0011325,0.0012927
119,0.002707,0.0011446,0.001284
120,0.0026706,0.001166,0.0012753
121,0.0026522,0.0011525,0.0012636
122,0.002862,0.0013103,0.0012905
123,0.002589,0.0010911,0.0012882
124,0.0026419,0.0010513,0.0011879
125,0.0026366,0.0010969,0.0013216
126,0.0026825,0.001167,0.0012741
127,0.0025517,0.0010909,0.0012694
128,0.0026253,0.0010912,0.001302
129,0.0025938,0.0010952,0.0012965
130,0.0026708,0.0011337,0.0013112
131,0.0029013,0.0013093,0.0013081
132,0.0026827,0.0011786,0.0013016
133,0.0032466,0.0013939,0.0016019
134,0.0026743,0.0011393,0.0013286
135,0.0027026,0.001179,0.0012985
136,0.0026675,0.0011378,0.001324
137,0.0027216,0.0011569,0.0013024
138,0.002743,0.0012205,0.0013131
139,0.0027389,0.0011293,0.0013166
140,0.002716,0.0011968,0.0012984
141,0.0026383,0.0011361,0.0012933
142,0.0026619,0.0011154,0.0012971
143,0.0027123,0.0011722,0.0013208
144,0.0026926,0.0012448,0.0012281
145,0.0025795,0.0011284,0.0012603
146,0.0026952,0.0011142,0.0013161
147,0.0027355,0.0012132,0.0013122
148,0.0027411,0.0011577,0.001335
149,0.0026615,0.0011357,0.0013144
150,0.0026076,0.0010947,0.0013012
151,0.0026666,0.0011819,0.001275
152,0.0027489,0.0011704,0.0013042
153,0.0027654,0.0012405,0.0012967
154,0.0026019,0.0011429,0.0012627
155,0.0026971,0.001125,0.0013235
156,0.002629,0.0011247,0.0013052
157,0.0027218,0.0011986,0.0013048
158,0.0027304,0.001256,0.0012636
159,0.0027937,0.0011581,0.0013522
160,0.0027348,0.0012165,0.0012906
161,0.002632,0.0011351,0.0012967
162,0.0026063,0.0011332,0.0012633
163,0.0025821,0.001104,0.0012868
164,0.0026539,0.0011007,0.0013209
165,0.0026256,0.0011073,0.0013133
166,0.0026589,0.0011158,0.0012921
167,0.0028432,0.0013236,0.0012993
168,0.0026457,0.0011233,0.0013051
169,0.0026088,0.0011339,0.0012753
170,0.0025033,0.001068,0.0012477
171,0.0026528,0.001141,0.0012666
172,0.0026204,0.0011469,0.0012759
173,0.0025975,0.0010988,0.0012825
174,0.0026299,0.0011623,0.0012743
175,0.0026525,0.0011409,0.0013009
176,0.0026386,0.0011642,0.0012775
177,0.0026589,0.0011184,0.0013086
178,0.0026875,0.0011966,0.0012632
179,0.0025982,0.0011345,0.0012701
180,0.0026283,0.0010967,0.0012965
181,0.002572,0.0011336,0.0012379
182,0.0028655,0.0013256,0.0012648
183,0.0026716,0.0010806,0.0013699
184,0.0027039,0.0011562,0.0013378
185,0.0026844,0.0011983,0.0012804
186,0.0026115,0.0011507,0.001264
187,0.0028874,0.0012588,0.0013452
188,0.0025475,0.0010627,0.0012843
189,0.0027433,0.0011686,0.0013043
190,0.0026349,0.0011432,0.0012874
191,0.0025986,0.0011025,0.001279
192,0.0026738,0.0012051,0.0012713
193,0.0026535,0.0011569,0.0012951
194,0.0026333,0.0011482,0.0012788
195,0.002654,0.0011167,0.0012976
196,0.0027514,0.0011374,0.0013099
197,0.0026473,0.0011616,0.00127
198,0.0027458,0.0011894,0.0013173
199,0.0026084,0.0011238,0.0012884
200,0.0026106,0.0010812,0.001306
